index,id,namespace,operation,platform,category,kernel_contract_version,hub_url
164,webgpu-kernels/ai.onnx.Gather,ai.onnx,Gather,WebGPU,indexing,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Gather
165,webgpu-kernels/ai.onnx.Exp,ai.onnx,Exp,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Exp
166,webgpu-kernels/ai.onnx.Elu,ai.onnx,Elu,WebGPU,activation,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Elu
167,webgpu-kernels/ai.onnx.Erf,ai.onnx,Erf,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Erf
168,webgpu-kernels/ai.onnx.Flatten,ai.onnx,Flatten,WebGPU,tensor-shape,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Flatten
169,webgpu-kernels/ai.onnx.EyeLike,ai.onnx,EyeLike,WebGPU,control-data,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.EyeLike
170,webgpu-kernels/ai.onnx.Expand,ai.onnx,Expand,WebGPU,tensor-shape,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Expand
171,webgpu-kernels/ai.onnx.DequantizeLinear,ai.onnx,DequantizeLinear,WebGPU,quantization,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.DequantizeLinear
172,webgpu-kernels/ai.onnx.DeformConv,ai.onnx,DeformConv,WebGPU,convolution,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.DeformConv
173,webgpu-kernels/ai.onnx.DynamicQuantizeLinear,ai.onnx,DynamicQuantizeLinear,WebGPU,quantization,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.DynamicQuantizeLinear
174,webgpu-kernels/ai.onnx.Dropout,ai.onnx,Dropout,WebGPU,control-data,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Dropout
175,webgpu-kernels/ai.onnx.DFT,ai.onnx,DFT,WebGPU,signal-image,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.DFT
176,webgpu-kernels/ai.onnx.DepthToSpace,ai.onnx,DepthToSpace,WebGPU,tensor-shape,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.DepthToSpace
177,webgpu-kernels/ai.onnx.CumSum,ai.onnx,CumSum,WebGPU,reduction,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.CumSum
178,webgpu-kernels/ai.onnx.Cosh,ai.onnx,Cosh,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Cosh
179,webgpu-kernels/ai.onnx.CumProd,ai.onnx,CumProd,WebGPU,reduction,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.CumProd
180,webgpu-kernels/ai.onnx.Cos,ai.onnx,Cos,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Cos
181,webgpu-kernels/ai.onnx.ConvInteger,ai.onnx,ConvInteger,WebGPU,convolution,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.ConvInteger
182,webgpu-kernels/ai.onnx.ConstantOfShape,ai.onnx,ConstantOfShape,WebGPU,tensor-shape,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.ConstantOfShape
183,webgpu-kernels/ai.onnx.Constant,ai.onnx,Constant,WebGPU,control-data,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Constant
184,webgpu-kernels/ai.onnx.CausalConvWithState,ai.onnx,CausalConvWithState,WebGPU,convolution,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.CausalConvWithState
185,webgpu-kernels/ai.onnx.Celu,ai.onnx,Celu,WebGPU,activation,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Celu
186,webgpu-kernels/ai.onnx.Clip,ai.onnx,Clip,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Clip
187,webgpu-kernels/ai.onnx.Col2Im,ai.onnx,Col2Im,WebGPU,convolution,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Col2Im
188,webgpu-kernels/ai.onnx.Ceil,ai.onnx,Ceil,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Ceil
189,webgpu-kernels/ai.onnx.Compress,ai.onnx,Compress,WebGPU,indexing,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Compress
190,webgpu-kernels/ai.onnx.BitShift,ai.onnx,BitShift,WebGPU,logical-bitwise,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.BitShift
191,webgpu-kernels/ai.onnx.BlackmanWindow,ai.onnx,BlackmanWindow,WebGPU,signal-image,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.BlackmanWindow
192,webgpu-kernels/ai.onnx.BitwiseNot,ai.onnx,BitwiseNot,WebGPU,logical-bitwise,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.BitwiseNot
193,webgpu-kernels/ai.onnx.Cast,ai.onnx,Cast,WebGPU,control-data,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Cast
194,webgpu-kernels/ai.onnx.CastLike,ai.onnx,CastLike,WebGPU,control-data,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.CastLike
195,webgpu-kernels/ai.onnx.Asinh,ai.onnx,Asinh,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Asinh
196,webgpu-kernels/ai.onnx.Atanh,ai.onnx,Atanh,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Atanh
197,webgpu-kernels/ai.onnx.AveragePool,ai.onnx,AveragePool,WebGPU,pooling,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.AveragePool
198,webgpu-kernels/ai.onnx.Asin,ai.onnx,Asin,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Asin
199,webgpu-kernels/ai.onnx.BatchNormalization,ai.onnx,BatchNormalization,WebGPU,normalization,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.BatchNormalization
200,webgpu-kernels/ai.onnx.Atan,ai.onnx,Atan,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Atan
201,webgpu-kernels/ai.onnx.BitCast,ai.onnx,BitCast,WebGPU,control-data,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.BitCast
202,webgpu-kernels/ai.onnx.Acos,ai.onnx,Acos,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Acos
203,webgpu-kernels/ai.onnx.ArgMin,ai.onnx,ArgMin,WebGPU,reduction,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.ArgMin
204,webgpu-kernels/ai.onnx.Abs,ai.onnx,Abs,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Abs
205,webgpu-kernels/ai.onnx.Acosh,ai.onnx,Acosh,WebGPU,math,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.Acosh
206,webgpu-kernels/ai.onnx.ArgMax,ai.onnx,ArgMax,WebGPU,reduction,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.ArgMax
207,webgpu-kernels/ai.onnx.AffineGrid,ai.onnx,AffineGrid,WebGPU,signal-image,1,https://huggingface.co/kernels/webgpu-kernels/ai.onnx.AffineGrid
